gene_callers_id	source	accession	function	e_value
136	COG20_CATEGORY	F	Nucleotide transport and metabolism	0
136	COG20_PATHWAY	COG0105	Pyrimidine biosynthesis	1.23e-54
137	COG20_FUNCTION	COG0260	Leucyl aminopeptidase (PepB) (PDB:3H8E) (PUBMED:19553197;23825549)	4.98e-162
137	COG20_CATEGORY	E	Amino acid transport and metabolism	0
138	COG20_FUNCTION	COG0795	Lipopolysaccharide export LptBFGC system, permease protein LptF (LptF) (PDB:6S8H)	1.94e-38
138	COG20_CATEGORY	M!!!N	Cell wall/membrane/envelope biogenesis!!!Cell motility	0
139	COG20_FUNCTION	COG0795	Lipopolysaccharide export LptBFGC system, permease protein LptF (LptF) (PDB:6S8H)	7.61e-21
139	COG20_CATEGORY	M!!!N	Cell wall/membrane/envelope biogenesis!!!Cell motility	0
140	COG20_FUNCTION	COG1452	LPS assembly outer membrane protein LptD (organic solvent tolerance protein OstA) (LptD) (PDB:4N4R)	4.63e-57
140	COG20_CATEGORY	M	Cell wall/membrane/envelope biogenesis	0
142	COG20_FUNCTION	COG1995	4-hydroxy-L-threonine phosphate dehydrogenase PdxA (PdxA) (PDB:1PS6)	8.1e-64
142	COG20_CATEGORY	H	Coenzyme transport and metabolism	0
142	COG20_PATHWAY	COG1995	Pyridoxal phosphate biosynthesis	8.1e-64
143	COG20_FUNCTION	COG0030	16S rRNA A1518 and A1519 N6-dimethyltransferase RsmA/KsgA/DIM1 (may also have DNA glycosylase/AP lyase activity) (RsmA) (PDB:1QYR)	1.6e-52
143	COG20_CATEGORY	J	Translation, ribosomal structure and biogenesis	0
143	COG20_PATHWAY	COG0030	16S rRNA modification	1.6e-52
144	COG20_FUNCTION	COG0194	Guanylate kinase (Gmk) (PDB:1EX6)	1.57e-52
144	COG20_CATEGORY	F	Nucleotide transport and metabolism	0
145	COG20_FUNCTION	COG0236	Acyl carrier protein (AcpP) (PDB:1ACP)	3.82e-37
145	COG20_CATEGORY	I	Lipid transport and metabolism	0
145	COG20_PATHWAY	COG0236	Fatty acid biosynthesis	3.82e-37
146	COG20_FUNCTION	COG1028	NAD(P)-dependent dehydrogenase, short-chain alcohol dehydrogenase family (FabG) (PDB:6L1H)	1.41e-92
146	COG20_CATEGORY	I	Lipid transport and metabolism	0
146	COG20_PATHWAY	COG1028	Fatty acid biosynthesis	1.41e-92
147	COG20_FUNCTION	COG0331	Malonyl CoA-acyl carrier protein transacylase (FabD) (PDB:1YXC)	5.07e-88
147	COG20_CATEGORY	I	Lipid transport and metabolism	0
147	COG20_PATHWAY	COG0331	Fatty acid biosynthesis	5.07e-88
148	COG20_FUNCTION	COG0360	Ribosomal protein S6 (RpsF) (PDB:4V4H)	1.88e-22
148	COG20_CATEGORY	J	Translation, ribosomal structure and biogenesis	0
148	COG20_PATHWAY	COG0360	Ribosome 30S subunit	1.88e-22
149	COG20_FUNCTION	COG0238	Ribosomal protein S18 (RpsR) (PDB:4V4H)	3.71e-22
149	COG20_CATEGORY	J	Translation, ribosomal structure and biogenesis	0
149	COG20_PATHWAY	COG0238	Ribosome 30S subunit	3.71e-22
150	COG20_FUNCTION	COG0359	Ribosomal protein L9 (RplI) (PDB:1VS6) (PUBMED:27112601)	1.7e-26
150	COG20_CATEGORY	J	Translation, ribosomal structure and biogenesis	0
150	COG20_PATHWAY	COG0359	Ribosome 50S subunit	1.7e-26
151	COG20_FUNCTION	COG0305	Replicative DNA helicase (DnaB) (PDB:1B79)	2.49e-204
151	COG20_CATEGORY	L	Replication, recombination and repair	0
152	COG20_FUNCTION	COG1033	Predicted exporter protein, RND superfamily (MMPL) (PDB:5KHN)	2.86e-267
152	COG20_CATEGORY	R	General function prediction only	0
153	COG20_FUNCTION	COG1286	Colicin V production accessory protein CvpA, regulator of purF expression and biofilm formation (CvpA) (PUBMED:27795353)	1.11e-29
153	COG20_CATEGORY	F!!!M	Nucleotide transport and metabolism!!!Cell wall/membrane/envelope biogenesis	0
154	COG20_FUNCTION	COG0034	Glutamine phosphoribosylpyrophosphate amidotransferase (PurF) (PDB:1ECB)	5.15e-245
154	COG20_CATEGORY	F	Nucleotide transport and metabolism	0
154	COG20_PATHWAY	COG0034	Purine biosynthesis	5.15e-245
155	COG20_FUNCTION	COG4341	Predicted HD phosphohydrolase (PDB:4MLN)	4.8e-74
155	COG20_CATEGORY	R	General function prediction only	0
156	COG20_FUNCTION	COG3572	Gamma-glutamylcysteine synthetase (Gsh2) (PDB:2GWD)	4.76e-119
156	COG20_CATEGORY	H	Coenzyme transport and metabolism	0
157	COG20_FUNCTION	COG0189	Glutathione synthase, LysX or RimK-type ligase, ATP-grasp superfamily (LysX) (PDB:1GLV)	2.44e-69
157	COG20_CATEGORY	E!!!H!!!J!!!Q	Amino acid transport and metabolism!!!Coenzyme transport and metabolism!!!Translation, ribosomal structure and biogenesis!!!Secondary metabolites biosynthesis, transport and catabolism	0
157	COG20_PATHWAY	COG0189	Lysine biosynthesis	2.44e-69
158	COG20_FUNCTION	COG0697	Permease of the drug/metabolite transporter (DMT) superfamily (RhaT) (PDB:5I20)	1.96e-39
158	COG20_CATEGORY	G!!!E!!!R	Carbohydrate transport and metabolism!!!Amino acid transport and metabolism!!!General function prediction only	0
159	COG20_FUNCTION	COG2814	Predicted arabinose efflux permease AraJ, MFS family (AraJ) (PDB:4LDS)	1.17e-83
159	COG20_CATEGORY	G	Carbohydrate transport and metabolism	0
160	COG20_FUNCTION	COG0283	Cytidylate kinase (Cmk) (PDB:3R20) (PUBMED:19111750;25691594;28928205)	5.74e-22
160	COG20_CATEGORY	F	Nucleotide transport and metabolism	0
161	COG20_FUNCTION	COG2076	Multidrug transporter EmrE and related cation transporters (EmrE) (PDB:2I68)	1.4e-33
161	COG20_CATEGORY	V	Defense mechanisms	0
162	COG20_FUNCTION	COG1011	FMN and 5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase YigB, HAD superfamily (riboflavin biosynthesis) (YigB) (PDB:4JB3) (PUBMED:24123841)	2.98e-75
162	COG20_CATEGORY	H	Coenzyme transport and metabolism	0
163	COG20_FUNCTION	COG0111	Phosphoglycerate dehydrogenase or related dehydrogenase (SerA) (PDB:3OET)	1.79e-108
163	COG20_CATEGORY	H	Coenzyme transport and metabolism	0
163	COG20_PATHWAY	COG0111	Serine biosynthesis	1.79e-108
164	COG20_FUNCTION	COG1666	Cyclic di-GMP-binding protein YajQ, UPF0234 family (YajQ) (PDB:1IN0) (PUBMED:25329577)	5.45e-89
164	COG20_CATEGORY	T	Signal transduction mechanisms	0
166	COG20_FUNCTION	COG0270	DNA-cytosine methylase (Dcm) (PDB:3LX6)	9.69e-81
166	COG20_CATEGORY	L	Replication, recombination and repair	0
167	COG20_FUNCTION	COG0433	Archaeal DNA helicase HerA or a related bacterial ATPase, contains HAS-barrel and ATPase domains (HerA) (PDB:4D2I)	7.08e-67
167	COG20_CATEGORY	L	Replication, recombination and repair	0
175	COG20_FUNCTION	COG3152	Uncharacterized membrane protein YhaH, DUF805 family (yhaH)	6.32e-34
175	COG20_CATEGORY	S	Function unknown	0
177	COG20_FUNCTION	COG2339	Membrane proteinase PrsW, cleaves anti-sigma factor RsiW, M82 family (PrsW)	2.25e-31
177	COG20_CATEGORY	T	Signal transduction mechanisms	0
183	COG20_FUNCTION	COG1126	ABC-type polar amino acid transport system, ATPase component (GlnQ) (PDB:4YMS)	5.39e-135
183	COG20_CATEGORY	E	Amino acid transport and metabolism	0
184	COG20_FUNCTION	COG0765	ABC-type amino acid transport system, permease component (HisM) (PDB:4YMS)	2.96e-101
184	COG20_CATEGORY	E	Amino acid transport and metabolism	0
185	COG20_FUNCTION	COG0765	ABC-type amino acid transport system, permease component (HisM) (PDB:4YMS)	6.25e-85
185	COG20_CATEGORY	E	Amino acid transport and metabolism	0
186	COG20_FUNCTION	COG0834	ABC-type amino acid transport/signal transduction system, periplasmic component/domain (HisJ) (PDB:1GGG)	2.1e-93
186	COG20_CATEGORY	E!!!T	Amino acid transport and metabolism!!!Signal transduction mechanisms	0
187	COG20_FUNCTION	COG3217	N-hydroxylaminopurine reductase subunit YcbX, contains MOSC domain (YcbX) (PUBMED:18312271;20118259)	5.86e-19
187	COG20_CATEGORY	F!!!V	Nucleotide transport and metabolism!!!Defense mechanisms	0
188	COG20_FUNCTION	COG5285	Ectoine hydroxylase-related dioxygenase, phytanoyl-CoA dioxygenase (PhyH) family (PhyH) (PDB:2A1X)	1.58e-98
188	COG20_CATEGORY	Q	Secondary metabolites biosynthesis, transport and catabolism	0
189	COG20_FUNCTION	COG1171	Threonine deaminase (IlvA) (PDB:3IAU)	4.97e-112
189	COG20_CATEGORY	E	Amino acid transport and metabolism	0
189	COG20_PATHWAY	COG1171	Isoleucine, leucine, valine biosynthesis	4.97e-112
190	COG20_FUNCTION	COG2423	Ornithine cyclodeaminase/archaeal alanine dehydrogenase, mu-crystallin family (OCDMu) (PDB:2I99)	7.85e-115
190	COG20_CATEGORY	E	Amino acid transport and metabolism	0
190	COG20_PATHWAY	COG2423	Proline biosynthesis	7.85e-115
191	COG20_FUNCTION	COG0161	Adenosylmethionine-8-amino-7-oxononanoate aminotransferase (BioA) (PDB:1MLY)	3.98e-249
191	COG20_CATEGORY	H	Coenzyme transport and metabolism	0
191	COG20_PATHWAY	COG0161	Biotin biosynthesis	3.98e-249
192	COG20_FUNCTION	COG1834	N-Dimethylarginine dimethylaminohydrolase (DdaH) (PDB:6LRH)	4.89e-230
192	COG20_CATEGORY	E	Amino acid transport and metabolism	0
193	COG20_FUNCTION	COG0006	Xaa-Pro aminopeptidase (PepP) (PDB:1A16)	4.11e-186
193	COG20_CATEGORY	E	Amino acid transport and metabolism	0
194	COG20_FUNCTION	COG0697	Permease of the drug/metabolite transporter (DMT) superfamily (RhaT) (PDB:5I20)	2.82e-65
194	COG20_CATEGORY	G!!!E!!!R	Carbohydrate transport and metabolism!!!Amino acid transport and metabolism!!!General function prediction only	0
195	COG20_FUNCTION	COG0303	Molybdopterin Mo-transferase (molybdopterin biosynthesis) (MoeA) (PDB:2NQU) (PUBMED:18801996;32239579)	1.53e-197
195	COG20_CATEGORY	H	Coenzyme transport and metabolism	0
195	COG20_PATHWAY	COG0303	Molybdopterin biosynthesis	1.53e-197
196	COG20_FUNCTION	COG0746	Molybdopterin-guanine dinucleotide biosynthesis protein A (MobA) (PDB:1E5K) (PUBMED:32239579)	2.8e-95
196	COG20_CATEGORY	H	Coenzyme transport and metabolism	0
196	COG20_PATHWAY	COG0746	Molybdopterin biosynthesis	2.8e-95
197	COG20_FUNCTION	COG0822	Fe-S cluster assembly scaffold protein IscU, NifU family (IscU) (PDB:1Q48)	1.07e-56
197	COG20_CATEGORY	O	Posttranslational modification, protein turnover, chaperones	0
198	COG20_FUNCTION	COG3448	CBS-domain-containing membrane protein	2.14e-73
198	COG20_CATEGORY	T	Signal transduction mechanisms	0
199	COG20_FUNCTION	COG1526	Formate dehydrogenase assembly factor FdhD, a sulfurtransferase (FdhD) (PDB:2PW9)	6.12e-143
199	COG20_CATEGORY	C	Energy production and conversion	0
200	COG20_FUNCTION	COG1894!!!COG1905	NADH:ubiquinone oxidoreductase, NADH-binding 51 kD subunit (chain F) (NuoF) (PDB:2FUG)!!!NADH:ubiquinone oxidoreductase 24 kD subunit (chain E) (NuoE) (PDB:5XF9)	0
200	COG20_CATEGORY	C!!!C	Energy production and conversion!!!Energy production and conversion	0
200	COG20_PATHWAY	COG1894!!!COG1905	NADH dehydrogenase!!!NADH dehydrogenase	0
201	COG20_FUNCTION	COG3383	Predicted molibdopterin-dependent oxidoreductase YjgC (YjgC) (PDB:1AA6)	0
201	COG20_CATEGORY	R	General function prediction only	0
202	COG20_FUNCTION	COG0397	Protein adenylyltransferase (AMPylase) SelO/YdiU (selenoprotein O) (SelO) (PDB:6EAC) (PUBMED:30270044)	2.1e-202
202	COG20_CATEGORY	O	Posttranslational modification, protein turnover, chaperones	0
203	COG20_FUNCTION	COG0665	Glycine/D-amino acid oxidase (deaminating) (DadA) (PDB:3AWI)	1.35e-78
203	COG20_CATEGORY	E	Amino acid transport and metabolism	0
204	COG20_FUNCTION	COG3476	Tryptophan-rich sensory protein TspO/CrtK (mitochondrial benzodiazepine receptor homolog) (TspO) (PDB:2MGY)	2.92e-35
204	COG20_CATEGORY	T	Signal transduction mechanisms	0
205	COG20_FUNCTION	COG0300	Short-chain dehydrogenase (YqjQ)	3.71e-59
205	COG20_CATEGORY	R	General function prediction only	0
207	COG20_FUNCTION	COG2230	Cyclopropane fatty-acyl-phospholipid synthase and related methyltransferases (Cfa) (PDB:5Z9O)	7.81e-109
207	COG20_CATEGORY	I	Lipid transport and metabolism	0
208	COG20_FUNCTION	COG3496	Uncharacterized conserved protein, DUF1365 family	7.3e-70
208	COG20_CATEGORY	S	Function unknown	0
209	COG20_FUNCTION	COG2907	Predicted flavin-containing amine oxidase (Ppro0129)	5.49e-113
209	COG20_CATEGORY	R	General function prediction only	0
210	COG20_FUNCTION	COG0403!!!COG1003	Glycine cleavage system protein P (pyridoxal-binding), N-terminal domain (GcvP1) (PDB:4LGL)!!!Glycine cleavage system protein P (pyridoxal-binding), C-terminal domain (GcvP2) (PDB:4LGL)	0
210	COG20_CATEGORY	E!!!E	Amino acid transport and metabolism!!!Amino acid transport and metabolism	0
210	COG20_PATHWAY	COG0403!!!COG1003	Glycine cleavage!!!Glycine cleavage	0
211	COG20_FUNCTION	COG0509	Glycine cleavage system protein H (lipoate-binding) (GcvH) (PDB:1DXM)	2.22e-53
211	COG20_CATEGORY	E	Amino acid transport and metabolism	0
211	COG20_PATHWAY	COG0509	Glycine cleavage	2.22e-53
212	COG20_FUNCTION	COG0404	Glycine cleavage system protein T (aminomethyltransferase) (GcvT) (PDB:2GAH) (PUBMED:25433025;25505271)	6.32e-134
212	COG20_CATEGORY	E	Amino acid transport and metabolism	0
212	COG20_PATHWAY	COG0404	Glycine cleavage	6.32e-134
213	COG20_FUNCTION	COG0697	Permease of the drug/metabolite transporter (DMT) superfamily (RhaT) (PDB:5I20)	7.54e-81
213	COG20_CATEGORY	G!!!E!!!R	Carbohydrate transport and metabolism!!!Amino acid transport and metabolism!!!General function prediction only	0
214	COG20_FUNCTION	COG1984	5-oxoprolinase subunit C/Allophanate hydrolase subunit 2 (PxpC) (PDB:3MML) (PUBMED:28830929)	3.41e-83
214	COG20_CATEGORY	E	Amino acid transport and metabolism	0
215	COG20_FUNCTION	COG2049	5-oxoprolinase subunit B/Allophanate hydrolase subunit 1 (PxpB) (PDB:2KWA) (PUBMED:28830929)	1.69e-58
215	COG20_CATEGORY	E	Amino acid transport and metabolism	0
216	COG20_FUNCTION	COG1540	5-oxoprolinase subunit A (PxpA) (PDB:1V6T) (PUBMED:28830929)	1.38e-110
216	COG20_CATEGORY	E	Amino acid transport and metabolism	0
217	COG20_FUNCTION	COG5010	Flp pilus assembly protein TadD, contains TPR repeats (TadD) (PDB:3WXX)	7.27e-14
217	COG20_CATEGORY	U!!!W	Intracellular trafficking, secretion, and vesicular transport!!!Extracellular structures	0
218	COG20_FUNCTION	COG0861	Tellurite resistance membrane protein TerC (TerC)	2.68e-39
218	COG20_CATEGORY	P	Inorganic ion transport and metabolism	0
219	COG20_FUNCTION	COG0697	Permease of the drug/metabolite transporter (DMT) superfamily (RhaT) (PDB:5I20)	1.8e-19
219	COG20_CATEGORY	G!!!E!!!R	Carbohydrate transport and metabolism!!!Amino acid transport and metabolism!!!General function prediction only	0
220	COG20_FUNCTION	COG0683	ABC-type branched-chain amino acid transport system, periplasmic component (LivK) (PDB:1USG)	1.31e-154
220	COG20_CATEGORY	E	Amino acid transport and metabolism	0
221	COG20_FUNCTION	COG4177	ABC-type branched-chain amino acid transport system, permease component (LivM)	1.35e-171
221	COG20_CATEGORY	E	Amino acid transport and metabolism	0
222	COG20_FUNCTION	COG0559	Branched-chain amino acid ABC-type transport system, permease component (LivH)	9.08e-153
222	COG20_CATEGORY	E	Amino acid transport and metabolism	0
223	COG20_FUNCTION	COG0410	ABC-type branched-chain amino acid transport system, ATPase component LivF (LivF) (PDB:1JI0) (PUBMED:26527648;32250026)	5.86e-115
223	COG20_CATEGORY	E	Amino acid transport and metabolism	0
224	COG20_FUNCTION	COG5395	Uncharacterized membrane protein	6.85e-23
224	COG20_CATEGORY	S	Function unknown	0
225	COG20_FUNCTION	COG0411	ABC-type branched-chain amino acid transport system, ATPase component LivG (LivG) (PDB:1G9X) (PUBMED:29514851)	1.76e-112
225	COG20_CATEGORY	E	Amino acid transport and metabolism	0
226	COG20_FUNCTION	COG0345	Pyrroline-5-carboxylate reductase (ProC) (PDB:3GT0) (PUBMED:22125496;26507882)	2.44e-63
226	COG20_CATEGORY	E	Amino acid transport and metabolism	0
226	COG20_PATHWAY	COG0345	Proline biosynthesis	2.44e-63
230	COG20_FUNCTION	COG1296	Predicted branched-chain amino acid permease (azaleucine resistance) (AzlC)	7.07e-62
230	COG20_CATEGORY	E	Amino acid transport and metabolism	0
231	COG20_FUNCTION	COG0410	ABC-type branched-chain amino acid transport system, ATPase component LivF (LivF) (PDB:1JI0) (PUBMED:26527648;32250026)	1.33e-161
231	COG20_CATEGORY	E	Amino acid transport and metabolism	0
232	COG20_FUNCTION	COG0411	ABC-type branched-chain amino acid transport system, ATPase component LivG (LivG) (PDB:1G9X) (PUBMED:29514851)	1.67e-136
232	COG20_CATEGORY	E	Amino acid transport and metabolism	0
233	COG20_FUNCTION	COG4177	ABC-type branched-chain amino acid transport system, permease component (LivM)	1.68e-184
233	COG20_CATEGORY	E	Amino acid transport and metabolism	0
234	COG20_FUNCTION	COG0559	Branched-chain amino acid ABC-type transport system, permease component (LivH)	4.35e-173
234	COG20_CATEGORY	E	Amino acid transport and metabolism	0
235	COG20_FUNCTION	COG0683	ABC-type branched-chain amino acid transport system, periplasmic component (LivK) (PDB:1USG)	2.56e-230
235	COG20_CATEGORY	E	Amino acid transport and metabolism	0
236	COG20_FUNCTION	COG1280	Threonine/homoserine/homoserine lactone efflux protein (RhtB)	1.49e-46
236	COG20_CATEGORY	E	Amino acid transport and metabolism	0
238	COG20_FUNCTION	COG0695	Glutaredoxin (GrxC) (PDB:1AAZ)	5.25e-26
238	COG20_CATEGORY	O	Posttranslational modification, protein turnover, chaperones	0
239	COG20_FUNCTION	COG0229	Peptide methionine sulfoxide reductase MsrB (MsrB) (PDB:1L1D)	1.15e-59
239	COG20_CATEGORY	O	Posttranslational modification, protein turnover, chaperones	0
240	COG20_FUNCTION	COG0123	Acetoin utilization deacetylase AcuC or a related deacetylase (AcuC) (PDB:1C3P)	3.98e-124
240	COG20_CATEGORY	Q	Secondary metabolites biosynthesis, transport and catabolism	0
241	COG20_FUNCTION	COG0111	Phosphoglycerate dehydrogenase or related dehydrogenase (SerA) (PDB:3OET)	4.26e-132
241	COG20_CATEGORY	H	Coenzyme transport and metabolism	0
241	COG20_PATHWAY	COG0111	Serine biosynthesis	4.26e-132
242	COG20_FUNCTION	COG0697	Permease of the drug/metabolite transporter (DMT) superfamily (RhaT) (PDB:5I20)	9.75e-95
242	COG20_CATEGORY	G!!!E!!!R	Carbohydrate transport and metabolism!!!Amino acid transport and metabolism!!!General function prediction only	0
243	COG20_FUNCTION	COG0665	Glycine/D-amino acid oxidase (deaminating) (DadA) (PDB:3AWI)	7.56e-140
243	COG20_CATEGORY	E	Amino acid transport and metabolism	0
244	COG20_FUNCTION	COG0772	Peptodoglycan polymerase FtsW/RodA/SpoVE (FtsW) (PDB:6BAR) (PUBMED:30692671)	6.2e-113
244	COG20_CATEGORY	D	Cell cycle control, cell division, chromosome partitioning	0
245	COG20_FUNCTION	COG0768	Cell division protein FtsI, peptidoglycan transpeptidase (Penicillin-binding protein 2) (FtsI) (PDB:6HZQ)	6.12e-178
245	COG20_CATEGORY	D!!!M	Cell cycle control, cell division, chromosome partitioning!!!Cell wall/membrane/envelope biogenesis	0
247	COG20_FUNCTION	COG1792	Cell shape-determining protein MreC (MreC) (PDB:2J5U)	1.31e-22
247	COG20_CATEGORY	D!!!Z	Cell cycle control, cell division, chromosome partitioning!!!Cytoskeleton	0
248	COG20_FUNCTION	COG1077	Cell shape-determining ATPase MreB, actin-like superfamily (MreB) (PDB:1JCE)	8.11e-181
248	COG20_CATEGORY	D!!!Z	Cell cycle control, cell division, chromosome partitioning!!!Cytoskeleton	0
249	COG20_FUNCTION	COG0119	Isopropylmalate/homocitrate/citramalate synthases (LeuA) (PDB:4JN6)	1.65e-262
249	COG20_CATEGORY	E	Amino acid transport and metabolism	0
249	COG20_PATHWAY	COG0119	Isoleucine, leucine, valine biosynthesis	1.65e-262
250	COG20_FUNCTION	COG0059	Ketol-acid reductoisomerase (IlvC) (PDB:1NP3)	8.3e-202
250	COG20_CATEGORY	E!!!H	Amino acid transport and metabolism!!!Coenzyme transport and metabolism	0
250	COG20_PATHWAY	COG0059	Isoleucine, leucine, valine biosynthesis	8.3e-202
251	COG20_FUNCTION	COG0440	Acetolactate synthase, small subunit (IlvH) (PDB:2F1F)	4.2e-60
251	COG20_CATEGORY	E	Amino acid transport and metabolism	0
251	COG20_PATHWAY	COG0440	Isoleucine, leucine, valine biosynthesis	4.2e-60
252	COG20_FUNCTION	COG0028	Acetolactate synthase large subunit or other thiamine pyrophosphate-requiring enzyme (IlvB) (PDB:1BFD)	0
252	COG20_CATEGORY	E!!!H	Amino acid transport and metabolism!!!Coenzyme transport and metabolism	0
252	COG20_PATHWAY	COG0028	Isoleucine, leucine, valine biosynthesis	0
253	COG20_FUNCTION	COG0324	tRNA A37 N6-isopentenylltransferase MiaA (MiaA) (PDB:2ZM5)	4.36e-88
253	COG20_CATEGORY	J	Translation, ribosomal structure and biogenesis	0
253	COG20_PATHWAY	COG0324	tRNA modification	4.36e-88
254	COG20_FUNCTION	COG0265	Periplasmic serine protease, S1-C subfamily, contain C-terminal PDZ domain (DegQ) (PDB:2HGA) (PUBMED:29686141)	9.82e-165
254	COG20_CATEGORY	O	Posttranslational modification, protein turnover, chaperones	0
255	COG20_FUNCTION	COG3242	Uncharacterized conserved protein YjeT, DUF2065 family (yjeT)	9.62e-17
255	COG20_CATEGORY	S	Function unknown	0
256	COG20_FUNCTION	COG0330	Regulator of protease activity HflC, stomatin/prohibitin superfamily (HflC)	9.96e-142
256	COG20_CATEGORY	O	Posttranslational modification, protein turnover, chaperones	0
257	COG20_FUNCTION	COG0330	Regulator of protease activity HflC, stomatin/prohibitin superfamily (HflC)	8.01e-139
257	COG20_CATEGORY	O	Posttranslational modification, protein turnover, chaperones	0
258	COG20_FUNCTION	COG0489	Fe-S cluster carrier ATPase, Mrp/ApbC/NBP35 family (Mrp) (PDB:2PH1) (PUBMED:18616280;19114487;31709520)	1.48e-104
258	COG20_CATEGORY	D	Cell cycle control, cell division, chromosome partitioning	0
259	COG20_FUNCTION	COG1351	Thymidylate synthase ThyX, FAD-dependent family (ThyX) (PDB:1KQ4)	1.39e-180
259	COG20_CATEGORY	F	Nucleotide transport and metabolism	0
259	COG20_PATHWAY	COG1351	Thymidylate biosynthesis	1.39e-180
261	COG20_FUNCTION	COG0574	Phosphoenolpyruvate synthase/pyruvate phosphate dikinase (PpsA) (PDB:5HV6)	0
261	COG20_CATEGORY	G	Carbohydrate transport and metabolism	0
261	COG20_PATHWAY	COG0574	Gluconeogenesis	0
262	COG20_FUNCTION	COG0751	Glycyl-tRNA synthetase, beta subunit (GlyS)	4.72e-193
